Date,Open,High,Low,Close,Adj Close,Volume
2013-09-01,null,null,null,null,null,null
2013-10-01,38.000000,39.959999,36.830002,39.570000,33.705139,378979000
2013-11-01,39.570000,40.880001,39.220001,40.189999,34.233246,267950200
2013-12-01,40.099998,41.389999,38.869999,41.310001,35.433746,301144500
2014-01-01,41.119999,41.230000,37.720001,37.820000,32.440186,289400900
2014-02-01,38.020000,39.020000,36.889999,38.200001,32.766132,385231900
2014-03-01,37.880001,39.029999,37.849998,38.660000,33.160698,349073700
2014-04-01,38.529999,41.279999,38.040001,40.790001,35.264923,382724700
2014-05-01,40.790001,41.220001,40.259998,40.910000,35.368668,213626400
2014-06-01,40.750000,42.490002,40.150002,42.360001,36.622261,281955100
2014-07-01,42.389999,42.570000,39.250000,39.290001,34.223568,282905200
2014-08-01,39.130001,41.750000,39.060001,41.720001,36.340214,247865300
2014-09-01,41.520000,42.810001,41.180000,42.660000,37.159000,314829200
2014-10-01,42.549999,44.869999,40.099998,41.880001,36.745346,529864600
2014-11-01,41.790001,45.000000,41.590000,44.830002,39.333672,254105000
2014-12-01,44.180000,44.770000,39.799999,42.220001,37.299717,326860800
2015-01-01,42.259998,43.830002,41.110001,41.169998,36.372078,291958500
2015-02-01,41.209999,43.660000,40.900002,43.299999,38.253853,291305600
2015-03-01,43.299999,43.299999,39.610001,40.549999,35.824341,370436100
2015-04-01,40.790001,41.610001,40.099998,40.560001,36.130501,283894500
2015-05-01,40.580002,41.689999,40.389999,40.959999,36.486816,229991400
2015-06-01,41.360001,41.410000,39.119999,39.230000,34.945751,288144900
2015-07-01,39.380001,41.599998,39.220001,41.080002,36.895611,268100000
2015-08-01,40.849998,42.250000,36.560001,39.320000,35.314884,342540600
2015-09-01,38.669998,40.230000,37.840000,40.119999,36.033398,346513600
2015-10-01,40.220001,43.849998,39.360001,42.349998,38.365784,366124500
2015-11-01,42.320000,43.599998,41.340000,42.619999,38.610378,252003300
2015-12-01,42.730000,43.910000,41.970001,42.959999,39.216866,286519600
2016-01-01,42.340000,43.259998,40.750000,42.919998,39.180344,317817500
2016-02-01,42.599998,44.180000,41.900002,43.130001,39.372059,303790200
2016-03-01,43.380001,46.880001,43.169998,46.389999,42.348003,347092900
2016-04-01,46.139999,47.130001,42.869999,44.799999,41.215481,317184500
2016-05-01,44.570000,45.900002,43.939999,44.599998,41.031479,230202600
2016-06-01,44.599998,46.009998,43.320000,45.330002,41.703075,265480000
2016-07-01,45.330002,45.939999,43.099998,43.630001,40.446907,235930600
2016-08-01,43.689999,44.330002,43.080002,43.430000,40.261497,234401800
2016-09-01,43.209999,43.830002,41.849998,42.320000,39.232479,250926400
2016-10-01,42.310001,43.029999,41.400002,42.400002,39.627777,264781200
2016-11-01,42.400002,42.980000,40.349998,40.349998,37.711807,316484200
2016-12-01,40.310001,42.220001,39.880001,42.000000,39.585793,324399500
2017-01-01,41.500000,42.250000,40.689999,41.570000,39.180508,240307600
2017-02-01,41.520000,42.150002,40.220001,41.959999,39.548084,333969400
2017-03-01,42.009998,42.700001,41.740002,42.439999,40.000488,339185400
2017-04-01,42.580002,43.790001,42.270000,43.150002,41.028645,232326500
2017-05-01,43.150002,45.700001,43.099998,45.470001,43.234589,250453800
2017-06-01,45.450001,46.060001,44.650002,44.849998,42.645073,241386100
2017-07-01,45.110001,46.430000,44.150002,45.840000,43.945095,195369200
2017-08-01,45.970001,46.340000,45.250000,45.549999,43.667080,208603500
2017-09-01,45.639999,46.980000,44.380001,45.009998,43.149406,197449400
2017-10-01,45.049999,46.790001,44.750000,45.980000,44.430046,192361800
2017-11-01,45.750000,47.480000,45.029999,45.770000,44.227119,217681900
2017-12-01,45.799999,46.480000,44.919998,45.880001,44.696888,207945400
2018-01-01,45.910000,48.619999,45.340000,47.590000,46.362789,256362300
2018-02-01,47.410000,47.730000,42.189999,43.220001,42.105480,292809500
2018-03-01,43.099998,45.090000,42.250000,43.430000,42.310062,278776900
2018-04-01,43.439999,45.029999,41.910000,43.209999,42.467335,256838800
2018-05-01,42.959999,43.279999,41.450001,43.000000,42.260948,252889700
2018-06-01,43.099998,44.520000,42.959999,43.860001,43.106167,259257100
2018-07-01,43.779999,46.669998,43.580002,46.630001,46.236713,207676200
2018-08-01,46.450001,46.869999,44.389999,44.570000,44.194084,230922800
2018-09-01,44.599998,46.689999,44.509998,46.009998,45.621941,184470400
