Date,Open,High,Low,Close,Adj Close,Volume
2013-08-31,null,null,null,null,null,null
2013-09-30,50.169998,54.799999,50.049999,54.540001,44.661125,74794899
2013-10-31,54.599998,55.820000,52.340000,55.250000,45.242527,66473936
2013-11-30,55.320000,56.720001,51.730000,56.650002,46.388943,67700098
2013-12-31,56.650002,59.900002,55.290001,57.450001,47.044033,88659721
2014-01-31,57.180000,61.820000,55.220001,59.459999,48.689960,81802661
2014-02-28,58.049999,60.099998,54.720001,55.990002,45.848488,92410040
2014-03-31,56.500000,59.849998,52.919998,54.110001,44.309017,86379874
2014-04-30,54.110001,54.110001,49.445000,51.369999,42.065308,111430217
2014-05-31,50.490002,53.099998,48.834999,49.544998,41.771194,96205466
2014-06-30,51.250000,51.709999,46.500000,49.500000,41.733261,110250126
2014-07-31,49.259998,52.189999,47.380001,51.380001,43.318283,90290121
2014-08-31,51.480000,54.930000,50.549999,52.520000,44.279411,85398083
2014-09-30,52.180000,53.000000,43.275002,50.139999,42.272839,150859376
2014-10-31,50.209999,51.639999,46.340000,51.560001,43.470036,85418775
2014-11-30,51.049999,52.180000,45.119999,49.259998,41.530914,88563325
2014-12-31,49.259998,51.180000,43.139999,46.775002,39.435822,126139819
2015-01-31,46.630001,52.259998,45.305000,52.090000,43.916878,112754531
2015-02-28,52.000000,57.549999,50.830002,56.570000,47.693947,101368291
2015-03-31,55.980000,59.689999,54.500000,56.439999,47.584343,94488759
2015-04-30,56.439999,57.849998,54.810001,54.930000,46.311268,75568075
2015-05-31,55.029999,58.000000,52.369999,54.150002,46.878490,104214625
2015-06-30,54.840000,59.750000,50.250000,59.310001,51.345585,97754618
2015-07-31,58.860001,61.000000,50.619999,56.270000,48.713810,92835761
2015-08-31,55.540001,57.410000,49.575001,52.459999,45.415432,82488441
2015-09-30,53.389999,56.430000,51.180000,55.259998,47.839432,69407275
2015-10-31,54.880001,58.169998,54.180000,56.110001,48.575294,62074499
2015-11-30,56.369999,57.060001,50.150002,52.230000,45.216316,73369207
2015-12-31,52.590000,52.590000,42.139999,43.724998,37.853409,109608426
2016-01-31,44.084999,44.139999,37.000000,43.000000,37.225761,142900146
2016-02-29,42.869999,49.250000,42.549999,44.230000,38.290592,105695281
2016-03-31,43.755001,48.380001,41.080002,46.240002,40.030682,86337219
2016-04-30,46.799999,50.669998,42.810001,49.764999,43.082325,86763475
2016-05-31,49.645000,50.000000,35.270000,39.755001,34.416515,140054137
2016-06-30,40.134998,44.889999,37.985001,44.355000,40.304310,91269916
2016-07-31,45.000000,46.619999,41.360001,45.605000,41.440159,67875218
2016-08-31,46.025002,48.689999,43.235001,45.770000,41.590092,91269851
2016-09-30,45.799999,54.000000,45.125000,52.840000,48.014423,93386518
2016-10-31,53.240002,57.049999,50.320000,54.779999,49.777256,87049992
2016-11-30,54.680000,62.000000,53.779999,60.549999,55.020317,85733922
2016-12-31,60.119999,63.349998,58.930000,59.180000,53.775429,66098503
2017-01-31,59.880001,62.000000,53.959999,55.130001,50.095295,73510271
2017-02-28,55.889999,62.799999,55.740002,62.430000,56.728626,91362982
2017-03-31,62.480000,68.400002,57.240002,64.779999,58.864010,97899991
2017-04-30,64.779999,68.199997,62.619999,62.820000,57.083012,112567895
2017-05-31,63.000000,65.459999,61.080002,63.060001,59.731773,92500449
2017-06-30,63.490002,67.120003,63.250000,65.570000,62.109299,75370770
2017-07-31,66.360001,68.889999,62.919998,63.910000,60.536911,62807761
2017-08-31,64.480003,68.489998,62.119999,68.250000,64.647850,64563134
2017-09-30,68.000000,69.169998,65.620003,67.040001,63.501717,63840403
2017-10-31,67.239998,67.250000,62.529999,63.580002,60.224331,71282763
2017-11-30,63.599998,65.889999,62.029999,62.250000,58.964523,65832229
2017-12-31,62.250000,68.660004,61.660000,66.599998,63.084934,76846400
2018-01-31,67.230003,67.620003,61.380001,65.370003,61.919857,81085428
2018-02-28,65.110001,65.199997,58.430000,60.169998,56.994301,80471977
2018-03-31,60.169998,64.029999,58.330002,63.980000,60.603218,67659469
2018-04-30,63.980000,64.370003,52.740002,53.060001,50.259563,100562174
2018-05-31,54.189999,55.250000,51.610001,53.189999,53.189999,95917457
2018-06-30,52.700001,56.090000,51.220001,55.669998,55.669998,82267152
2018-07-31,56.930000,56.939999,50.389999,50.610001,50.610001,79984457
2018-08-31,50.549999,55.340000,50.060001,54.630001,54.630001,82077992
