Date,Open,High,Low,Close,Adj Close,Volume
2013-08-31,null,null,null,null,null,null
2013-09-30,116.500000,124.900002,115.449997,123.900002,93.891525,29549110
2013-10-31,124.099998,129.600006,122.300003,127.849998,96.884834,27659755
2013-11-30,128.350006,130.899994,119.050003,130.350006,98.779343,28993025
2013-12-31,130.350006,134.399994,121.550003,123.800003,93.815758,36214137
2014-01-31,123.199997,131.699997,119.099998,129.699997,98.286766,30713646
2014-02-28,126.000000,127.699997,118.750000,122.699997,92.982162,43558145
2014-03-31,123.400002,124.900002,116.599998,124.849998,94.611435,36439638
2014-04-30,124.849998,125.400002,119.800003,124.400002,94.270424,30070813
2014-05-31,124.699997,125.750000,120.599998,121.699997,96.294212,24156446
2014-06-30,122.150002,131.399994,121.849998,124.900002,98.826195,32941624
2014-07-31,124.050003,131.100006,120.900002,129.800003,102.703285,27498416
2014-08-31,130.000000,139.000000,126.599998,128.350006,101.555984,42382434
2014-09-30,127.599998,128.000000,115.050003,126.699997,100.250427,48911888
2014-10-31,126.150002,139.149994,125.099998,138.449997,109.547531,36546742
2014-11-30,137.250000,140.000000,129.350006,137.350006,108.677170,33659849
2014-12-31,137.350006,149.199997,132.600006,146.399994,115.837898,44786081
2015-01-31,146.500000,151.449997,143.350006,149.600006,118.369881,34202838
2015-02-28,149.949997,163.949997,148.000000,161.850006,128.062622,43507269
2015-03-31,160.800003,170.149994,150.500000,152.600006,120.743614,38396458
2015-04-30,152.600006,156.050003,142.399994,142.750000,112.949875,41637589
2015-05-31,143.050003,148.800003,137.600006,139.699997,115.675194,41926763
2015-06-30,141.050003,156.250000,136.000000,149.100006,123.458633,34934003
2015-07-31,148.250000,157.750000,131.050003,141.899994,117.496841,52346929
2015-08-31,140.250000,145.600006,134.199997,140.250000,116.130608,35541840
2015-09-30,142.199997,159.399994,137.250000,159.350006,131.945908,29565624
2015-10-31,158.300003,168.949997,154.199997,167.649994,138.818512,29628469
2015-11-30,169.000000,170.000000,155.699997,163.550003,135.423615,32736245
2015-12-31,163.550003,163.550003,143.100006,148.649994,123.086021,38818216
2016-01-31,148.899994,149.149994,126.550003,137.250000,113.646538,42441822
2016-02-29,137.149994,147.699997,136.250000,142.949997,118.366280,33452442
2016-03-31,141.449997,156.300003,135.500000,148.250000,122.754822,31910369
2016-04-30,149.750000,153.949997,134.300003,146.699997,121.471382,33872893
2016-05-31,145.800003,146.750000,119.050003,127.800003,117.364655,45746650
2016-06-30,128.500000,130.000000,118.349998,128.300003,117.823822,32593331
2016-07-31,129.449997,136.800003,122.650002,133.550003,122.645142,30822138
2016-08-31,133.750000,137.350006,126.599998,132.100006,121.313538,32692015
2016-09-30,132.100006,143.699997,131.100006,142.000000,130.405167,29640126
2016-10-31,142.649994,155.399994,135.449997,149.800003,137.568268,36645144
2016-11-30,149.449997,158.850006,146.899994,155.050003,142.389587,32251538
2016-12-31,156.300003,163.850006,154.699997,156.800003,143.996689,29895813
2017-01-31,157.250000,167.949997,154.250000,164.199997,150.792450,28836173
2017-02-28,165.500000,173.649994,165.500000,173.649994,159.470810,32720412
2017-03-31,174.449997,176.000000,167.000000,174.800003,160.526917,25166976
2017-04-30,174.800003,177.800003,167.750000,170.899994,156.945358,29416324
2017-05-31,171.449997,177.750000,170.350006,172.399994,165.453278,28046610
2017-06-30,172.600006,184.350006,172.550003,180.000000,172.747055,27260124
2017-07-31,180.800003,187.300003,176.850006,179.750000,172.507126,22936290
2017-08-31,180.300003,189.949997,177.300003,189.949997,182.296112,23837072
2017-09-30,190.000000,202.100006,189.350006,199.350006,191.317368,19027828
2017-10-31,200.850006,204.500000,194.600006,198.149994,190.165710,26125749
2017-11-30,198.850006,201.250000,189.300003,191.500000,183.783661,21621705
2017-12-31,191.500000,206.850006,190.500000,203.500000,195.300140,26557898
2018-01-31,204.500000,205.100006,181.899994,192.020004,184.282715,34439639
2018-02-28,191.399994,191.979996,176.100006,183.399994,176.010040,36223005
2018-03-31,183.399994,196.979996,179.259995,196.460007,188.543808,25747111
2018-04-30,196.460007,201.399994,178.160004,180.500000,173.226898,27207411
2018-05-31,178.000000,183.979996,170.119995,177.020004,177.020004,30328504
2018-06-30,174.899994,190.059998,172.600006,189.139999,189.139999,26124236
2018-07-31,189.600006,190.440002,183.339996,183.639999,183.639999,25209170
2018-08-31,183.179993,196.399994,180.020004,195.860001,195.860001,22401919
